CVE-2006-0743,2022-05-01T06:42:27Z,"Apache log4net format string vulnerability causes DoS",log4net,0,1.2.10,MODERATE,CWE-134
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",5.0.0,5.0.17,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-arm64",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",5.0.0,5.0.17,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",5.0.0,5.0.17,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",5.0.0,5.0.17,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",5.0.0,5.0.17,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",3.0.0,3.1.25,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",5.0.0,5.0.17,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",6.0.0,6.0.5,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability","Microsoft.Owin.Security.Cookies",0,4.2.2,HIGH,CWE-400
CVE-2022-29117,2022-08-30T19:32:29Z," .NET Denial of Service Vulnerability",Microsoft.Owin,0,4.2.2,HIGH,CWE-400
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",6.0.0,6.0.5,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",6.0.0,6.0.5,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",6.0.0,6.0.5,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",6.0.0,6.0.5,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",6.0.0,6.0.5,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",6.0.0,6.0.5,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",6.0.0,6.0.5,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",6.0.0,6.0.5,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",6.0.0,6.0.5,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",6.0.0,6.0.5,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",3.0.0,3.1.25,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",5.0.0,5.0.17,HIGH,
CVE-2022-29145,2022-08-30T19:35:52Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",6.0.0,6.0.5,HIGH,
CVE-2022-2922,2022-10-01T00:00:25Z,"DNN vulnerable to Relative Path Traversal",DotNetNuke.Core,0,9.11.0,MODERATE,CWE-22;CWE-23
CVE-2022-2922,2022-10-01T00:00:25Z,"DNN vulnerable to Relative Path Traversal",DotNetNuke.Web,0,9.11.0,MODERATE,CWE-22;CWE-23
CVE-2022-29245,2022-06-01T19:50:15Z,"Weak private key generation in SSH.NET",SSH.NET,0,2020.0.2,MODERATE,CWE-330;CWE-338
CVE-2022-29362,2022-05-26T00:01:31Z,"Cross-site Scripting in ZKEACMS",ZKEACMS.Publisher,0,,MODERATE,CWE-79
CVE-2022-29862,2022-06-17T21:44:01Z,"Security Update for the OPC UA .NET Standard Stack","OPCFoundation.NetStandard.Opc.Ua.Core",0,1.4.368.58,HIGH,CWE-835
CVE-2022-29863,2022-06-17T21:45:15Z,"Memory Allocation with Excessive Size Value in OPCFoundation.NetStandard.Opc.Ua.Core","OPCFoundation.NetStandard.Opc.Ua.Core",0,1.4.368.58,HIGH,CWE-789
CVE-2022-29864,2022-06-17T21:44:58Z,"Uncontrolled Resource Consumption in OPCFoundation.NetStandard.Opc.Ua.Core","OPCFoundation.NetStandard.Opc.Ua.Core",0,1.4.368.58,HIGH,CWE-400
CVE-2022-29865,2022-06-17T21:44:39Z,"Incorrect Implementation of Authentication Algorithm in OPCFoundation.NetStandard.Opc.Ua.Core","OPCFoundation.NetStandard.Opc.Ua.Core",0,1.4.368.58,HIGH,CWE-287
CVE-2022-29866,2022-06-17T21:44:23Z,"Uncontrolled Resource Consumption in OPCFoundation.NetStandard.Opc.Ua.Core","OPCFoundation.NetStandard.Opc.Ua.Core",0,1.4.368.58,HIGH,CWE-400
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine,3.5.0,4.9.5,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine,5.0.0,5.2.1,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine,5.10.0,5.11.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine,5.3.0,5.7.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine,5.8.0,5.9.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine,6.0.0,6.0.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine,6.1.0,6.2.1,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine.XPlat,3.5.0,4.9.5,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine.XPlat,5.0.0,5.2.1,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine.XPlat,5.10.0,5.11.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine.XPlat,5.3.0,5.7.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine.XPlat,5.8.0,5.9.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine.XPlat,6.0.0,6.0.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.CommandLine.XPlat,6.1.0,6.2.1,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.Commands,3.5.0,4.9.5,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.Commands,5.0.0,5.2.1,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.Commands,5.10.0,5.11.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.Commands,5.3.0,5.7.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.Commands,5.8.0,5.9.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.Commands,6.0.0,6.0.2,MODERATE,
CVE-2022-30184,2022-06-14T21:57:52Z,"Potential leak of NuGet.org API key",NuGet.Commands,6.1.0,6.2.1,MODERATE,
CVE-2022-30187,2022-07-13T00:00:39Z,"Microsoft: CBC Padding Oracle in Azure Blob Storage Encryption Library",Azure.Storage.Blobs,0,12.13.0,MODERATE,CWE-668
CVE-2022-30187,2022-07-13T00:00:39Z,"Microsoft: CBC Padding Oracle in Azure Blob Storage Encryption Library",Azure.Storage.Queues,0,12.11.0,MODERATE,CWE-668
CVE-2022-31129,2022-07-06T18:38:49Z,"Moment.js vulnerable to Inefficient Regular Expression Complexity",Moment.js,2.18.0,2.29.4,HIGH,CWE-1333;CWE-400
CVE-2022-31160,2022-07-18T17:07:36Z,"jQuery UI vulnerable to XSS when refreshing a checkboxradio with an HTML-like initial text label",jQuery.UI.Combined,0,1.13.2,MODERATE,CWE-79
CVE-2022-32173,2022-10-04T00:00:20Z,"OrchardCore vulnerable to HTML injection",OrchardCore,1.0.0-rc1-11259,1.4.0,MODERATE,CWE-79
CVE-2022-33916,2022-08-24T00:00:32Z,"Exposure of Sensitive Information in OPCFoundation.NetStandard.Opc.Ua.Server","OPCFoundation.NetStandard.Opc.Ua.Server",0,1.4.370.9,MODERATE,CWE-200
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-arm64",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",3.1.0,3.1.28,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",6.0.0,6.0.8,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","System.Security.Cryptography.Xml",0,4.7.1,MODERATE,
CVE-2022-34716,2024-02-03T00:47:54Z,".NET Information Disclosure Vulnerability","System.Security.Cryptography.Xml",5.0.0,6.0.1,MODERATE,
CVE-2022-35540,2022-08-19T00:00:16Z,"Use of Hard-coded Credentials in AgileConfig.Client",AgileConfig.Client,0,1.6.8,CRITICAL,CWE-798
CVE-2022-35909,2022-08-20T00:00:39Z,"Incorrect Access Control and Cross Site Scripting in Jellyfin",Jellyfin.Common,0,10.8.0,HIGH,CWE-79
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",3.1.0,3.1.29,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",3.1.0,3.1.29,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",3.1.0,3.1.29,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",3.1.0,3.1.29,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",3.1.0,3.1.29,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-arm64",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",3.1.0,3.1.29,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",3.1.0,3.1.29,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",3.1.0,3.1.29,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",3.1.0,3.1.29,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",5.0.0,6.0.9,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",3.1.0,3.1.29,HIGH,
CVE-2022-38013,2022-09-15T03:25:36Z,".NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",5.0.0,6.0.9,HIGH,
CVE-2022-39256,2022-09-30T04:54:06Z,"Orckestra C1 CMS's deserialization of untrusted data allows for arbitrary code execution.",CompositeC1.Core,0,6.13,CRITICAL,CWE-502
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.CommandLine,4.6.0,4.9.6,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.CommandLine,5.0.0,5.7.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.CommandLine,5.10.0,5.11.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.CommandLine,5.8.0,5.9.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.CommandLine,6.0.0,6.0.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.CommandLine,6.1.0,6.2.2,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.CommandLine,6.3.0,6.3.1,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Commands,4.6.0,4.9.6,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Commands,5.0.0,5.7.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Commands,5.10.0,5.11.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Commands,5.8.0,5.9.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Commands,6.0.0,6.0.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Commands,6.1.0,6.2.2,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Commands,6.3.0,6.3.1,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Protocol,4.6.0,4.9.6,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Protocol,5.0.0,5.7.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Protocol,5.10.0,5.11.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Protocol,5.8.0,5.9.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Protocol,6.0.0,6.0.3,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Protocol,6.1.0,6.2.2,HIGH,
CVE-2022-41032,2022-10-11T20:48:52Z,"NuGet Elevation of Privilege Vulnerability",NuGet.Protocol,6.3.0,6.3.1,HIGH,
CVE-2022-41064,2022-11-08T23:00:22Z,".NET Information Disclosure Vulnerability",Microsoft.Data.SqlClient,0,1.1.4,MODERATE,
CVE-2022-41064,2022-11-08T23:00:22Z,".NET Information Disclosure Vulnerability",Microsoft.Data.SqlClient,2.0.0,2.1.2,MODERATE,
